scenario,size,policy,budget,seeds,recall_at_1,recall_at_1_std,recall_at_5,recall_at_5_std,mrr,mrr_std,exact_recall_at_1,exact_recall_at_1_std,exact_recall_at_5,exact_recall_at_5_std,exact_mrr,exact_mrr_std,target_fact_retained,target_fact_retained_std,superseded_fact_at_1,superseded_fact_at_1_std,retrieval_p50_ms,retrieval_p50_ms_std,retrieval_p95_ms,retrieval_p95_ms_std,query_p50_ms,query_p50_ms_std,query_p95_ms,query_p95_ms_std,search_p50_ms,search_p50_ms_std,search_p95_ms,search_p95_ms_std,index_bytes,index_bytes_std,retrieved_tokens,retrieved_tokens_std,selection_seconds,selection_seconds_std,index_build_seconds,index_build_seconds_std
balanced,1000,full,1.0,3,0.7453703703703703,0.013094570021973057,1.0,0.0,0.8653549382716049,0.007696735086134219,0.4166666666666667,0.011340230290662867,1.0,0.0,0.6766203703703703,0.006835566231589514,1.0,0.0,0.24074074074074073,0.013094570021973107,34.73262500006058,0.02007009667519825,37.09844141674997,0.13510877395257398,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.07394966663317366,0.0006529458755679907,0.08032673328367916,0.003639637128685038,9216045.0,0.0,63.59722222222223,0.07938161203463939,3.797099998337217e-05,2.8075704507968795e-06,0.014910902000186374,0.0005937928795981279
balanced,1000,importance,0.25,3,0.20833333333333334,0.07081971546656647,0.3148148148148148,0.06928995160692485,0.26080246913580246,0.06818124084683494,0.11574074074074074,0.055940027655530425,0.3148148148148148,0.06928995160692485,0.20408950617283947,0.06176937297264167,0.3148148148148148,0.06928995160692485,0.10185185185185186,0.03645374015746209,34.684114000053036,0.02312838682897454,37.04887409987047,0.13610526967520548,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.024328833433173713,0.00147188157455032,0.026955000074243198,0.0012919846961429156,2304045.0,0.0,66.2824074074074,0.2891944016063206,0.00043607933351571165,3.109117051972767e-05,0.005163441666657794,7.965048320513951e-05
balanced,1000,importance,0.5,3,0.3703703703703704,0.07202013512085208,0.5,0.04536092116265147,0.4328703703703704,0.0582242267898564,0.25,0.039283710065919325,0.5,0.04536092116265147,0.3614969135802469,0.04610621988866453,0.5,0.04536092116265147,0.125,0.045360921162651446,34.70537049990222,0.024200631559517873,37.07319451671083,0.13553372899864058,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.04611566653996609,0.003987869134746519,0.05001768327019818,0.0038936148203954518,4608045.0,0.0,65.83333333333333,0.09282378544335217,0.0004289686667107162,4.5737353147115953e-05,0.008464784333379308,0.00024069640780950103
balanced,1000,importance,0.75,3,0.5509259259259259,0.03464497580346244,0.7407407407407408,0.06928995160692487,0.6415895061728395,0.04901665539872827,0.3240740740740741,0.03464497580346241,0.7407407407407408,0.06928995160692487,0.5109567901234567,0.0421848493990834,0.7407407407407408,0.06928995160692487,0.1851851851851852,0.05359183751291771,34.71899416687544,0.023731655314695052,37.082200449754055,0.13610482477140937,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.05820166658547047,0.0010595678769772792,0.06609088328938621,0.0035521080446447332,6912045.0,0.0,64.76851851851852,0.4833031777168671,0.00044117833340351353,1.5052225372265002e-05,0.01120962066655314,0.0004024919228310574
balanced,1000,recency,0.25,3,0.16203703703703703,0.0065472850109865414,0.2222222222222222,0.0,0.19212962962962962,0.003273642505493277,0.16203703703703703,0.0065472850109865414,0.2222222222222222,0.0,0.19212962962962962,0.003273642505493277,0.2222222222222222,0.0,0.05092592592592592,0.006547285010986551,34.68349300002652,0.024275808200166043,37.0484570998921,0.13739274100253968,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.02398799999051941,0.0025065671268857314,0.02660433336435138,0.002310410239226209,2304045.0,0.0,66.99537037037037,0.1539656402621893,0.00042949366661559907,5.192912479436515e-05,0.00537729666651406,0.00020817334298562653
balanced,1000,recency,0.5,3,0.4166666666666667,0.011340230290662867,0.5555555555555556,0.0,0.48533950617283955,0.005774162633910404,0.3703703703703704,0.006547285010986554,0.5555555555555556,0.0,0.4621913580246914,0.004364856673991027,0.5555555555555556,0.0,0.13425925925925927,0.013094570021973107,34.70163850003397,0.025354573296632075,37.06804674984596,0.13985471397978705,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.04326233336845083,0.005315961498544821,0.048122016391971556,0.0035267907664344486,4608045.0,0.0,65.55092592592592,0.08511470514282334,0.0003459913332335418,5.087917864333479e-05,0.008213776666859,0.0004933753437914496
balanced,1000,recency,0.75,3,0.5555555555555555,0.030003429159295644,0.7777777777777778,0.0,0.6628086419753086,0.01714977682939263,0.5231481481481483,0.03982557994001216,0.7777777777777778,0.0,0.64429012345679,0.021243672682000315,0.7777777777777778,0.0,0.20833333333333334,0.030003429159295648,34.71763000015926,0.019185883599385813,37.08370639997914,0.13643616760790717,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.059116666686046905,0.0019380960179995184,0.0646226666124979,0.003848446393086574,6912045.0,0.0,64.49074074074075,0.03645374015746463,0.00042807433328562183,1.3849667044743531e-05,0.010947776333523507,0.00015178795210985793
balanced,1000,semantic_dedup,0.25,3,0.20833333333333334,0.07436286298244914,0.2777777777777778,0.0907218423253029,0.24305555555555558,0.0823631799752648,0.1574074074074074,0.03464497580346242,0.2222222222222222,0.04536092116265146,0.1898148148148148,0.03982557994001216,0.2777777777777778,0.0907218423253029,0.5462962962962963,0.10289866097635585,34.68275333345142,0.02214730848082772,37.04876360000071,0.1365437019310497,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.0242329999764479,0.001807773368890634,0.025979666626578062,0.0012018238550820862,2304045.0,0.0,65.56944444444446,0.070819715466568,0.010009766000014983,0.00045742025176431333,0.005296769666680727,0.00012649395368392077
balanced,1000,semantic_dedup,0.5,3,0.41203703703703703,0.045830995076905856,0.5555555555555556,0.04536092116265147,0.48302469135802467,0.046386229522188696,0.3611111111111111,0.011340230290662867,0.5,0.0,0.42978395061728397,0.00577416263391041,0.5555555555555556,0.04536092116265147,0.39351851851851855,0.07550697421435226,34.7036671666198,0.02383900093449425,37.069292449821965,0.1384225299467644,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.04502366656803739,0.0040605005002222316,0.04911433319800077,0.003061112927584007,4608045.0,0.0,64.99074074074075,0.10227186127025233,0.010013739666798452,0.00045692467718015135,0.008421366666577038,0.0004081025313556209
balanced,1000,semantic_dedup,0.75,3,0.5601851851851851,0.026189140043946214,0.7777777777777778,0.0,0.6651234567901234,0.014311139653542733,0.5277777777777778,0.03402069087198858,0.7777777777777778,0.0,0.6466049382716049,0.01704531021170872,0.7777777777777778,0.0,0.2916666666666667,0.030003429159295637,34.71909783343108,0.021242592580432425,37.08530888333522,0.1387585289191241,34.65851833342034,0.020658948938775873,37.02455008325766,0.13517133738619017,0.05882766655910624,0.0014360491661937216,0.0668486833622713,0.0023849926312155545,6912045.0,0.0,64.19444444444444,0.07081971546656336,0.010012434333323958,0.00045885726483606753,0.011402616666752389,0.00025970511716014654
